condition,subject,trial,su,rotation,rt,mt,ep
blocked,9333,1,26.78,0.0,548,119,-1.54
blocked,9333,2,26.78,0.0,449,86,-1.54
blocked,9333,3,0.0,0.0,521,115,-1.57
blocked,9333,4,26.78,0.0,436,112,-1.57
blocked,9333,5,0.0,0.0,370,120,-1.59
blocked,9333,6,0.0,0.0,444,123,-1.49
blocked,9333,7,0.0,0.0,469,102,-1.6
blocked,9333,8,26.78,0.0,335,99,-1.55
blocked,9333,9,0.0,0.0,384,91,-1.49
blocked,9333,10,0.0,0.0,342,92,-1.46
blocked,9333,11,0.0,0.0,483,109,-1.53
blocked,9333,12,26.78,0.0,383,117,-1.53
blocked,9333,13,26.78,0.0,465,104,-1.57
blocked,9333,14,0.0,0.0,374,92,-1.56
blocked,9333,15,26.78,0.0,258,100,-1.48
blocked,9333,16,26.78,0.0,450,84,-1.51
blocked,9333,17,26.78,0.0,334,92,-1.58
blocked,9333,18,26.78,0.0,384,83,-1.55
blocked,9333,19,0.0,0.0,409,99,-1.5
blocked,9333,20,0.0,0.0,416,92,-1.61
blocked,9333,21,26.78,0.0,391,92,-1.51
blocked,9333,22,0.0,0.0,413,92,-1.59
blocked,9333,23,26.78,0.0,366,92,-1.56
blocked,9333,24,26.78,0.0,383,101,-1.58
blocked,9333,25,26.78,0.0,1325,74,-1.64
blocked,9333,26,26.78,0.0,300,100,-1.58
blocked,9333,27,26.78,0.0,359,100,-1.58
blocked,9333,28,0.0,0.0,400,92,-1.63
blocked,9333,29,0.0,0.0,351,90,-1.6
